z1,z2,z3,z4,z5
0.15405717,0.46633363,0.2547868,0.4328348,0.5080414
0.8182075,0.4277075,0.7004075,0.6340837,0.7730895
0.68144464,0.86083704,0.45307204,0.17478746,0.655716
0.1345413,0.8747401,0.79159534,0.33120656,0.0627774
0.62768567,0.44259265,0.9613941,0.65288496,0.22114834
0.13908187,0.08387762,0.68320775,0.3232414,0.194354
0.26220167,0.37285715,0.6698906,0.32770753,0.14939043
0.5621965,0.5633724,0.44631433,0.21796346,0.12119582
0.6306875,0.75762576,0.7757608,0.5465358,0.35573775
0.046995044,0.24002072,0.27981058,0.6585542,0.93997586
0.55172336,0.70243657,0.60273105,0.14634809,0.18483993
0.28078708,0.26358193,0.91167426,0.72924805,0.076072454
0.2901873,0.80932266,0.23772663,0.3592534,0.37855718
0.6528887,0.6409157,0.5574182,0.45673877,0.21653861
0.07861051,0.018676937,0.062470824,0.054710865,0.16916615
0.6761602,0.42373002,0.5266353,0.37002796,0.24412537
0.709332,0.5672415,0.8771399,0.60082483,0.24137619
0.18317229,0.7714851,0.14053446,0.3613615,0.11539537
0.5397394,0.18605798,0.41983455,0.38163966,0.27919382
0.4648473,0.76231885,0.29122543,0.2998683,0.5192061
0.06665161,0.6340923,0.19452348,0.10519889,0.2146773
0.38873827,0.73094374,0.7164813,0.52899593,0.058245987
0.518117,0.5308339,0.6991305,0.308443,0.62105894
0.33128357,0.83627653,0.29273736,0.45618498,0.67494446
0.49251282,0.20160118,0.33046842,0.44511417,0.88938254
0.6104755,0.88074434,0.3028168,0.09361583,0.36252123
0.39626566,0.8668709,0.24824929,0.44098592,0.5225073
0.54218835,0.16450849,0.4204596,0.33276108,0.5776202
0.7651807,0.49549752,0.94704485,0.48572105,0.16932231
0.8815434,0.2612499,0.2670949,0.525161,0.4078725
0.5160203,0.46913534,0.35062343,0.42692634,0.3217745
0.79739493,0.48838788,0.6034277,0.4589408,0.41172293
0.5768847,0.2901774,0.9528713,0.3169874,0.46036574
0.88502336,0.6489542,0.5180655,0.9665288,0.029037178
0.5140663,0.4849317,0.13951859,0.23661214,0.7671788
0.5134821,0.73507637,0.051576525,0.5266331,0.7216559
0.26120585,0.5564688,0.16502842,0.27811217,0.74643767
0.7407141,0.9324933,0.7870244,0.5552215,0.24309373
0.6806419,0.77923226,0.5501771,0.3053259,0.59252214
0.34868437,0.62203306,0.89191204,0.9853531,0.07195282
0.7786652,0.85083294,0.35835415,0.5190585,0.06635216
0.55543536,0.33663052,0.5613696,0.32755658,0.44738543
0.7654481,0.8273777,0.40125364,0.5633552,0.05738613
0.61366177,0.22760558,0.45649645,0.32916766,0.7252236
0.8387862,0.49897876,0.54762435,0.4585196,0.66943234
0.43502983,0.060842633,0.48738417,0.013783395,0.6785032
0.6443795,0.85723484,0.40779787,0.22713357,0.7086887
0.113144815,0.41042823,0.9203319,0.2968526,0.6203088
0.57282704,0.40909672,0.25651723,0.97665393,0.014770746
0.44180733,0.89531505,0.10115969,0.5524437,0.49548334
0.010400772,0.044650942,0.3275866,0.1545279,0.33374852
0.54064727,0.6138775,0.47607762,0.32243028,0.2734987
0.26125753,0.80288595,0.17353371,0.5023348,0.652014
0.7745788,0.6972741,0.32038772,0.49291787,0.7842817
0.34147358,0.71274984,0.24170047,0.28675294,0.90536165
0.7555759,0.25130892,0.63682306,0.36687124,0.019626707
0.8909204,0.08171946,0.16285267,0.5516527,0.4553662
0.4992217,0.09070167,0.19854611,0.22622263,0.78441155
0.6315877,0.82639396,0.5059904,0.2790931,0.644676
0.25469762,0.06838977,0.9505076,0.25998783,0.5628098
0.85471284,0.31739742,0.79775757,0.89488685,0.41297674
0.7440627,0.79243803,0.7543615,0.56139374,0.41411635
0.63985527,0.07821751,0.9660427,0.281648,0.41440418
0.6056778,0.44615382,0.33292812,0.38441625,0.57406026
0.2812088,0.6153754,0.43533072,0.94650143,0.05091372
0.6052707,0.56437445,0.540507,0.3440572,0.36306
0.12612966,0.6248649,0.23516244,0.1334103,0.3594854
0.043451846,0.026717812,0.0069680214,0.031932533,0.10007289
0.80391943,0.10491747,0.68060863,0.19487593,0.49265814
0.58377635,0.76295286,0.58890164,0.19907582,0.43247822
0.08364886,0.7376614,0.15245762,0.09052357,0.5217063
0.1917992,0.7890051,0.16112208,0.44173115,0.23640734
0.9106257,0.5848974,0.89854276,0.62312317,0.15291047
0.5400409,0.9194105,0.30185038,0.34584448,0.4325715
0.013719976,0.17938668,0.04080254,0.9983793,0.22751069
0.339526,0.7669011,0.38230085,0.37887394,0.61407983
0.3123054,0.95500404,0.19395941,0.12462661,0.7945777
0.61738163,0.69465905,0.3643067,0.30941468,0.14449263
0.80822754,0.8886155,0.06641823,0.092080295,0.21439096
0.23676911,0.93203574,0.04511574,0.23735943,0.61098003
0.9647802,0.17544246,0.925998,0.39346275,0.5921599
0.20147905,0.10250023,0.59266776,0.3870616,0.62270206
0.28315777,0.8982896,0.2393603,0.9792552,0.21343088
0.6076556,0.73159707,0.59919095,0.8223684,0.05366537
0.2632762,0.24816334,0.60908633,0.9972054,0.022545636
0.5282905,0.5909246,0.4471441,0.493544,0.2731883
0.676895,0.62414503,0.2505941,0.33159146,0.84937304
0.23765779,0.28884268,0.3082764,0.14753923,0.13833982
0.015212834,0.1204004,0.12551767,0.9987671,0.06117043
0.44257456,0.25832114,0.20316917,0.3083914,0.12420654
0.5962278,0.34456497,0.14896512,0.23813322,0.6637122
0.5567629,0.6919299,0.5298004,0.48377344,0.09077832
0.6730669,0.6595113,0.60655415,0.053682238,0.17173311
0.09955156,0.5773187,0.04026085,0.11006904,0.5494571
0.4577575,0.51749676,0.7669095,0.4521662,0.07214299
0.4889683,0.24338716,0.6161879,0.23909834,0.22325206
0.93261343,0.22952127,0.9764725,0.34014404,0.2750585
0.10823268,0.55505073,0.20297891,0.16581321,0.34363782
0.2380592,0.22436857,0.90805686,0.6423572,0.32185355
0.070497245,0.19058207,0.523895,0.9977733,0.04609114
0.5156461,0.3988692,0.5323006,0.33272955,0.106927276
0.22715011,0.29165977,0.23525125,0.17086253,0.15036389
0.11195961,0.5417122,0.2760366,0.13456556,0.48441646
0.8809643,0.0048419833,0.8981476,0.17463046,0.0679096
0.09265888,0.36801815,0.6974109,0.29963368,0.383359
0.13666883,0.720727,0.25304025,0.064260274,0.640946
0.83231,0.563433,0.8211274,0.5699092,0.7736929
0.25316986,0.28379434,0.80543995,0.23783353,0.107635975
0.199294,0.3343394,0.5883887,0.5195657,0.22352311
0.53875387,0.67330205,0.6825185,0.120263755,0.27232346
0.3179518,0.46339017,0.5201803,0.5300498,0.5636475
0.43379027,0.4611193,0.5598342,0.36909136,0.26156974
0.0480451,0.06965032,0.72113466,0.03662595,0.919269
0.6800961,0.8512378,0.65773773,0.79146576,0.038016617
0.02656594,0.03026694,0.30912834,0.06643465,0.8480258
0.12281892,0.347789,0.51275986,0.48992294,0.49213338
0.47778684,0.14696991,0.29953897,0.18922192,0.7702538
0.43003556,0.8732,0.44666696,0.74477476,0.11656731
0.80338424,0.008101404,0.7439369,0.164217,0.04381311
0.11211398,0.33412206,0.6638633,0.37589955,0.22986326
0.5387882,0.6435736,0.5087711,0.83718115,0.013550103
0.7839751,0.8333467,0.74482274,0.23304814,0.3909611
0.6120279,0.6660751,0.5660498,0.9148249,0.019222349
0.41185185,0.044435322,0.285231,0.98754716,0.05670926
0.6571796,0.80251366,0.5474028,0.42586255,0.30241472
0.25841442,0.28889352,0.29118663,0.12726232,0.15617356
0.04990232,0.28099483,0.5505304,0.99668825,0.05518207
0.11690882,0.73528826,0.2130473,0.081697375,0.5574479
0.25726336,0.53194726,0.21492001,0.50626,0.6264754
0.61890817,0.6163763,0.35024673,0.487667,0.3841159
0.08654982,0.4279205,0.95111716,0.318646,0.6111163
0.3439743,0.9237056,0.42949742,0.70891196,0.12764278
0.6780036,0.58340085,0.41711766,0.42847842,0.54761374
0.74011517,0.5852007,0.7111437,0.99213374,0.068912774
0.5233312,0.5275394,0.42186886,0.32958305,0.2678589
0.21625006,0.23034889,0.7939632,0.23430893,0.12714112
0.7614765,0.13860351,0.45240483,0.9140204,0.021168351
0.8735975,0.06798735,0.85815406,0.16521028,0.74048465
0.4934782,0.013386399,0.9648653,0.59869677,0.6353596
0.3156587,0.40691406,0.4209053,0.3816927,0.23125404
0.89310384,0.11428052,0.124574006,0.50013494,0.45953333
0.92524254,0.056408763,0.80886835,0.21562767,0.8712018
0.35612053,0.90364945,0.4785281,0.662439,0.08898556
0.79456437,0.16191566,0.6889668,0.33786747,0.6970479
0.82561255,0.55424124,0.71949846,0.5161251,0.30481628
0.39086354,0.032687545,0.6894635,0.010104388,0.74690896
0.19473132,0.2596753,0.1563592,0.9715153,0.028178364
0.6753839,0.48250726,0.5378183,0.4132516,0.22486928
0.89964956,0.69314677,0.80378103,0.92547846,0.025306076
0.8622979,0.77381843,0.87211037,0.67752206,0.49808517
0.6654923,0.8995501,0.5527764,0.21468607,0.37166727
0.5276267,0.42938817,0.6873444,0.23618197,0.23168111
0.6321284,0.63316107,0.33888346,0.30067724,0.116117924
0.012912273,0.2503912,0.052220345,0.9989321,0.4233341
0.56538534,0.75022495,0.5631858,0.54540825,0.07474059
0.5207238,0.6356549,0.28482416,0.29789478,0.08430037
0.70219886,0.3459072,0.79024225,0.9017199,0.13315842
0.6925657,0.0721277,0.9522271,0.3278061,0.410847
0.28622204,0.1668413,0.19328594,0.3075326,0.25246042
0.4183373,0.53982884,0.45461062,0.4349877,0.36713502
0.53553796,0.4653088,0.6456121,0.14298454,0.4633634
0.5653648,0.04152301,0.5761235,0.42345175,0.8555324
0.15369514,0.7763743,0.14097872,0.36370796,0.14782849
0.65243524,0.45996094,0.5635144,0.4422938,0.507963
0.4855391,0.5262366,0.40625504,0.45420903,0.3063584
0.60362875,0.8014504,0.31560838,0.17450204,0.73843145
0.4650726,0.90753186,0.51814026,0.3436522,0.9502232
0.26044917,0.21462363,0.56215113,0.83340347,0.44079942
0.7007653,0.3214724,0.7988537,0.8532294,0.21325159
0.8380681,0.78880537,0.6061102,0.79459524,0.07154629
0.8483044,0.92619926,0.88585216,0.661852,0.27435476
0.03143084,0.009914041,0.57296556,0.5339724,0.87993324
0.6540519,0.486637,0.8700947,0.7054933,0.28779984
0.40428686,0.53309965,0.29356462,0.95961964,0.030702204
0.36052525,0.7920271,0.8029417,0.8310909,0.06450945
0.018051982,0.030571818,0.6192255,0.19635716,0.11547348
0.41676,0.74138623,0.5817291,0.6483481,0.223907
0.19963434,0.24397638,0.7151389,0.22848612,0.19511932
0.6253319,0.8308488,0.4234846,0.43039486,0.3305453
0.8761579,0.050048828,0.74355334,0.17195785,0.91685134
0.08839467,0.057981074,0.16971222,0.17332706,0.74160504
0.06651956,0.33161986,0.67767334,0.3425539,0.097844034
0.22676423,0.2999255,0.28688845,0.13312712,0.2062029
0.61111,0.8765286,0.3580228,0.41679728,0.3979611
0.44103244,0.26287,0.41345373,0.26760244,0.10454711
0.3366301,0.9391757,0.4463641,0.69982135,0.14688319
0.6422569,0.6218303,0.48335263,0.46627373,0.21759802
0.26898146,0.43850458,0.3892065,0.40671694,0.20567581
0.039610893,0.7742865,0.115395546,0.08296704,0.49598512
0.1388649,0.081810445,0.22420174,0.17205226,0.9467987
0.94058925,0.562041,0.9474937,0.05671689,0.8166529
0.20874408,0.8769572,0.24180329,0.39026597,0.5417048
0.13441095,0.85646486,0.082365274,0.16873038,0.75674164
0.4421823,0.6547904,0.53528905,0.17668816,0.89953375
0.04859802,0.019617945,0.09088388,0.04552275,0.20182803
0.82928497,0.79552853,0.7421968,0.5283381,0.47333375
0.26002234,0.062856466,0.21681002,0.17312232,0.80520564
0.7499994,0.34873247,0.75190485,0.4701267,0.39837217
0.033593476,0.0876776,0.2566551,0.14328337,0.17220932
0.56455743,0.1578083,0.4009344,0.32044798,0.58434016
0.94485843,0.7867672,0.9060818,0.6143289,0.23195246
0.087254524,0.01055491,0.98168236,0.06897074,0.7947261
0.686852,0.6605277,0.42128417,0.35760808,0.12408346
0.64282453,0.28823486,0.6811117,0.52215767,0.16208482
0.37341654,0.21550351,0.916222,0.59106755,0.16927013
0.47503355,0.19827357,0.3070199,0.18137923,0.7196676
0.05665365,0.009829581,0.64867663,0.2098769,0.33117902
0.32371348,0.4746867,0.3417217,0.2041474,0.55693376
0.46266764,0.19598076,0.70257276,0.6490465,0.153555
0.79477966,0.79600453,0.7201368,0.56310683,0.50734204
0.6168078,0.6288874,0.47803614,0.48928097,0.09344146
0.7740052,0.3101393,0.7821661,0.87149894,0.23071015
0.14212623,0.79795754,0.10973278,0.40489754,0.11480257
0.5714736,0.8594004,0.35082877,0.8310958,0.15961447
0.3841493,0.26545393,0.097791016,0.42170763,0.10685527
0.56428254,0.6170264,0.24638441,0.30415085,0.10064393
0.8527355,0.45408487,0.95293164,0.73899174,0.5293644
0.14340651,0.5666871,0.17240876,0.2748314,0.5894396
0.46259427,0.016173065,0.6385761,0.012788624,0.7153822
0.28528625,0.33214992,0.5515088,0.51489145,0.14071167
0.50045437,0.9217268,0.466792,0.30571416,0.95449495
0.35912123,0.1435265,0.7926364,0.65886855,0.4499912
0.46662867,0.37847644,0.5533302,0.5506685,0.202337
0.9186064,0.2913445,0.28389144,0.650917,0.44798175
0.7009674,0.66416544,0.4268792,0.38140225,0.1285831
0.7110941,0.2806766,0.6301959,0.17004487,0.3379091
0.7135345,0.5062873,0.1678079,0.97353655,0.038546354
0.80601835,0.56818354,0.54511464,0.23225531,0.32599676
0.97127366,0.14428177,0.21648851,0.5445746,0.54791355
0.05301413,0.03769535,0.95843697,0.061323345,0.95501727
0.5658293,0.83464265,0.38857114,0.39278403,0.31643048
0.96632576,0.11263138,0.85582864,0.13314465,0.91973567
0.6502309,0.4497561,0.5929681,0.4949241,0.41037783
0.12438446,0.45526373,0.93554807,0.2827758,0.6014252
0.46987298,0.49559483,0.6399217,0.36333752,0.5884888
0.5841059,0.5619595,0.51212615,0.5165649,0.14758462
0.29861605,0.19782141,0.645729,0.82066166,0.5406668
0.6841014,0.4626267,0.66987276,0.5358839,0.52227956
0.5244207,0.48406592,0.36797547,0.43582946,0.3302036
0.5942669,0.4761108,0.31911647,0.4488811,0.2401649
0.45676443,0.6635898,0.33343768,0.43158883,0.23767194
0.88195115,0.7151717,0.3195405,0.06265283,0.08416489
0.77085423,0.7819009,0.09199071,0.033071518,0.11790457
0.49864316,0.48202708,0.48877972,0.2282126,0.4803875
0.5048151,0.69171,0.69246745,0.72122836,0.11303303
0.1817351,0.58431363,0.63349324,0.9882723,0.038119912
0.59929216,0.36700436,0.29856947,0.45296416,0.5536704
0.32546288,0.41048932,0.70030475,0.37705842,0.18147656
0.76199675,0.8898749,0.83600956,0.5242883,0.34382346
0.44422546,0.52128613,0.7622349,0.46367022,0.07091555
0.24792263,0.6051313,0.24278441,0.2832522,0.7897359
0.009321332,0.023511589,0.3402292,0.10216907,0.44570598
0.11456579,0.36692464,0.54879797,0.46949896,0.29834998
0.88805056,0.7622311,0.7784752,0.41858703,0.49688107
0.13902262,0.3134487,0.9493724,0.38279194,0.65636253
0.39157334,0.66030926,0.5542841,0.6262351,0.23769307
0.5215254,0.13449165,0.8726387,0.1285007,0.56800944
0.25341272,0.6411439,0.24158776,0.19768387,0.5931698
0.68990767,0.7769358,0.7846602,0.6157783,0.4700567
0.11708298,0.2956456,0.58031446,0.37561715,0.13678604
0.62167436,0.5384695,0.22045806,0.96810055,0.016225368
0.74268895,0.6761388,0.94489825,0.8277391,0.14142609
0.5614472,0.6766967,0.46106553,0.45766807,0.32142907
0.84116143,0.71763176,0.7583214,0.65063167,0.55315983
0.56342524,0.64895755,0.23143336,0.9236771,0.06941694
0.036731094,0.019966066,0.5726024,0.29549167,0.17611569
0.5307977,0.50827366,0.69247293,0.9945496,0.059449494
0.3814285,0.6659444,0.20451418,0.6152096,0.613757
0.61802846,0.4188537,0.3140276,0.42404076,0.5027006
0.78546023,0.8341403,0.38676676,0.558637,0.044839382
0.5907815,0.8568193,0.3244897,0.43601364,0.4084565
0.05880794,0.51695526,0.81433296,0.21541715,0.6230625
0.55019474,0.6424688,0.38281137,0.3909604,0.598244
0.19698176,0.0570226,0.9374079,0.3243376,0.484089
0.42689094,0.531497,0.5520197,0.266693,0.24101701
0.045761824,0.33516914,0.705366,0.3089553,0.16585633
0.12688726,0.04741642,0.5460566,0.3258853,0.12577137
0.83237666,0.74768114,0.52049756,0.9294865,0.030395687
0.017751843,0.039459318,0.04196301,0.05486542,0.15494922
0.648824,0.22137806,0.44131562,0.4988761,0.8151374
0.013798475,0.060977995,0.04110989,0.0147123635,0.19839436
0.7446514,0.8949917,0.80820864,0.49214235,0.56946945
0.16613576,0.45525703,0.61938995,0.8542486,0.1224933
0.35040304,0.24494916,0.16253269,0.39572668,0.14347628
0.49490207,0.15391317,0.4279612,0.34893322,0.48488253
0.81931925,0.6438242,0.49708754,0.91730046,0.025249183
0.38246766,0.73723257,0.37841803,0.18543527,0.5089846
0.7117654,0.13344276,0.31333196,0.9270105,0.034160912
0.81006885,0.18162137,0.47142857,0.90609527,0.04275635
0.42934847,0.661265,0.31720746,0.27218726,0.20086554
0.31182286,0.32732683,0.36971414,0.09439182,0.38063583
0.81101406,0.7857858,0.702737,0.5008204,0.5251462
0.3372007,0.064252645,0.94437695,0.31655708,0.6689064
0.65541327,0.5221372,0.58049434,0.28738904,0.39581403
0.48293826,0.21139517,0.39905208,0.42033207,0.36167657
0.53563523,0.24485967,0.69786584,0.87297475,0.26232702
0.48539534,0.61186,0.52328753,0.4948448,0.11357379
0.17443341,0.45946044,0.5858295,0.20692003,0.45956883
0.42118213,0.34927386,0.332073,0.41199946,0.6316647
0.46269625,0.49485627,0.33685562,0.3909139,0.26913565
0.8799114,0.097854674,0.6846457,0.25346875,0.54798645
0.80246913,0.8280582,0.3627563,0.5619341,0.04238695
0.20921999,0.6720832,0.34032178,0.1560666,0.7885391
0.6959889,0.41333872,0.6467286,0.5673666,0.161785
0.5871595,0.6420656,0.58741856,0.90701294,0.03222555
0.5073995,0.52751803,0.45519558,0.39811146,0.10884431
0.5116184,0.5084566,0.44119138,0.45035294,0.39093965
0.06630659,0.6505768,0.15244961,0.1472184,0.14182085
0.42871258,0.6699823,0.31844485,0.3546688,0.5161698
0.488595,0.026279688,0.9529805,0.05048138,0.47519562
0.6449841,0.93587667,0.6066114,0.44430956,0.6335101
0.08216983,0.48055246,0.67369354,0.17327014,0.5253567
0.493797,0.6365356,0.71455634,0.60202265,0.12499851
0.5094495,0.42393774,0.37370476,0.37502125,0.4593965
0.52815175,0.28887945,0.36320245,0.344577,0.20746374
0.25409496,0.0632354,0.9467335,0.299924,0.5013728
0.5669676,0.26984638,0.78446424,0.8298861,0.20709932
0.750451,0.14081141,0.58912027,0.1975241,0.4799851
0.2863714,0.2066462,0.69183445,0.7815714,0.5302701
0.39166403,0.4034484,0.6808148,0.2362805,0.1275954
0.7365347,0.40172586,0.7642598,0.33407834,0.08531433
0.81443346,0.8970576,0.091160566,0.06635365,0.16973883
0.89863,0.0059686005,0.8345497,0.1535578,0.058621854
0.460789,0.5539488,0.40426618,0.43012795,0.20014638
0.7039228,0.6733055,0.56082726,0.57984793,0.17824033
0.49767512,0.7631663,0.35013118,0.21894747,0.2978603
0.02245763,0.56513023,0.061403364,0.054900825,0.5251987
0.76919484,0.27455807,0.64518344,0.41412705,0.42285264
0.66892904,0.62954825,0.40954977,0.4124959,0.25913858
0.34227356,0.84431577,0.524711,0.69823515,0.081124365
0.11006221,0.10190812,0.65237534,0.28335643,0.1430659
0.23791483,0.70694876,0.33345932,0.9619065,0.08806905
0.56153476,0.5482785,0.83428687,0.98579836,0.07301766
0.06582853,0.75565773,0.1042932,0.42733297,0.050910354
0.7030433,0.6952585,0.59718084,0.4778614,0.12043017
0.31523082,0.27053636,0.40358755,0.079980314,0.42500654
0.7265935,0.19782013,0.74117583,0.7927985,0.50085676
0.6629218,0.33194125,0.45600483,0.41091532,0.14214075
0.5574727,0.661107,0.35633472,0.4799778,0.116738826
0.81020707,0.68490624,0.75583553,0.9126183,0.026017636
0.95999986,0.06766471,0.9515278,0.08717981,0.9704711
0.050728977,0.023462653,0.4055094,0.25184435,0.6565802
0.6630056,0.35324055,0.9672774,0.4990053,0.3308409
0.079254895,0.8672627,0.04307747,0.2700575,0.7712572
0.8642777,0.09065658,0.90781474,0.59887624,0.5522124
0.7723149,0.53852475,0.67743087,0.49474162,0.3121428
0.5524954,0.5472817,0.5474143,0.9697514,0.021130562
0.4432969,0.081444085,0.7034309,0.010817438,0.63409674
0.09433216,0.69345546,0.10204047,0.08400506,0.558694
0.8764593,0.0046280026,0.8188137,0.09865257,0.042968035
0.57438695,0.5961095,0.40268534,0.48969135,0.24462086
0.70275736,0.25600135,0.5148228,0.34197333,0.2862448
0.7329082,0.53666323,0.91948533,0.44900918,0.637172
0.21547914,0.5259007,0.23577592,0.39205196,0.56511533
0.75493884,0.8193324,0.76173556,0.579672,0.45003006
0.61054915,0.28504124,0.51264393,0.32733226,0.29759952
0.5073256,0.05823484,0.90521944,0.028614879,0.45684302
0.04349801,0.0251728,0.75457627,0.06093034,0.86985195
0.08503884,0.45802695,0.7716768,0.1680435,0.12343496
0.57193184,0.7527679,0.33641875,0.17948964,0.7763174
0.824755,0.7898195,0.06297022,0.07646251,0.14795092
0.35136095,0.5445107,0.71278954,0.27123588,0.21015435
0.40778953,0.34848517,0.5062227,0.5283589,0.26127926
0.6183999,0.700407,0.3679207,0.19276658,0.33172292
0.43886113,0.5918673,0.43769607,0.44525266,0.35447198
0.5946298,0.14395037,0.38330784,0.20299187,0.4980072
0.5295393,0.7488321,0.73173606,0.637594,0.026940793
0.62784535,0.82190657,0.36839932,0.44537804,0.37270826
0.40153888,0.6868922,0.76614475,0.18530393,0.46347973
0.2493878,0.50766045,0.40473872,0.33749205,0.121303916
0.23183179,0.027727276,0.9202974,0.39558136,0.47598386
0.6367111,0.8854587,0.4985627,0.4735337,0.6080635
0.35506138,0.7817838,0.381719,0.3252676,0.5584392
0.012591422,0.23029026,0.047936648,0.9989093,0.36381394
0.7400963,0.09123075,0.58781224,0.26393735,0.3882097
0.44801992,0.5773711,0.42223084,0.46585488,0.28689802
0.13030475,0.18156582,0.18458843,0.26818177,0.22156748
0.09387779,0.5842775,0.11904624,0.15145156,0.19684502
0.91598356,0.46765995,0.58722216,0.6344981,0.76818526
0.71356994,0.14817032,0.9218154,0.2255578,0.5332158
0.27120802,0.21614546,0.07119155,0.3652397,0.059061408
0.47429773,0.37170058,0.37425634,0.4318243,0.51100004
0.018654227,0.10255152,0.3209166,0.9981383,0.02815631
0.72380906,0.57925534,0.23351532,0.43553048,0.85820824
0.018460125,0.03383544,0.34583622,0.15184802,0.21838719
0.062393636,0.10183218,0.48058507,0.9969761,0.021632284
0.76322925,0.53373,0.67411965,0.50718695,0.6816665
0.19760072,0.3278413,0.21600237,0.22999594,0.049095303
0.927052,0.07004857,0.12819183,0.65222263,0.55216426
0.25447384,0.18501559,0.5344953,0.34335023,0.22045302
0.29721206,0.79496074,0.5732673,0.86922777,0.08362433
0.5810025,0.8671266,0.31242958,0.16745582,0.65021276
0.55788076,0.047627598,0.6498093,0.46833554,0.9046019
0.56789374,0.6188869,0.24017519,0.28763255,0.0907349
0.6621531,0.89713705,0.058589786,0.94352275,0.3957384
0.8980255,0.056524754,0.75880384,0.19674867,0.9123614
0.43628833,0.5368223,0.3239714,0.3585974,0.17753091
0.32653004,0.17212692,0.6319095,0.86109304,0.49912176
0.22862831,0.014888912,0.9344522,0.23519117,0.5495214
0.5980949,0.33332908,0.83436143,0.9744569,0.0076549053
0.7720245,0.8403506,0.6694722,0.2370441,0.41759384
0.3411429,0.52471995,0.24090254,0.26038316,0.56088054
0.82208925,0.31440207,0.7818292,0.8592894,0.6877919
0.057097167,0.08868176,0.45810446,0.997877,0.021881431
0.64728594,0.15529102,0.48022342,0.3360092,0.64444613
0.33141416,0.50366825,0.6328374,0.48097187,0.45162258
0.2890923,0.3216148,0.62582827,0.4764896,0.20693251
0.4490347,0.7970756,0.4649853,0.6910713,0.32424116
0.2647664,0.06306398,0.9528148,0.29049557,0.57231736
0.6627956,0.6893125,0.6137209,0.15549615,0.090485275
0.571514,0.86075497,0.40978602,0.27919635,0.4796096
0.75731206,0.73502904,0.30373055,0.4427169,0.8149724
0.63007355,0.58057225,0.47939515,0.33828944,0.31499624
0.7676538,0.71989924,0.53263944,0.27299452,0.42369995
0.08903426,0.36445278,0.6873482,0.3806948,0.41951585
0.046676695,0.67088735,0.12481058,0.13406658,0.103036225
0.9272005,0.09102735,0.1038641,0.60731524,0.537793
0.87269986,0.0026708543,0.91128576,0.35995704,0.099957824
0.7924495,0.15510169,0.38615033,0.9130982,0.030107439
0.73994577,0.71461296,0.41077134,0.40347946,0.36968422
0.10587576,0.5066882,0.8706685,0.24534023,0.57767
0.43600926,0.01644817,0.47407845,0.009525061,0.45986748
0.6140853,0.36571598,0.88792706,0.9798557,0.007881254
0.24915597,0.27592993,0.20039633,0.20058206,0.08573294
0.51317835,0.20902738,0.2450957,0.26068383,0.85032845
0.5416654,0.06677666,0.5309151,0.47825965,0.9043405
0.46340907,0.014817387,0.9486224,0.47138405,0.68836576
0.8211075,0.40503934,0.76804847,0.4897473,0.4411655
0.41885254,0.3296176,0.7229439,0.3436967,0.18384919
0.23425582,0.35013217,0.54556274,0.58811665,0.26724702
0.590157,0.41339064,0.6405646,0.4989607,0.15120468
0.45163137,0.27052045,0.3534963,0.46057928,0.34184733
0.33307433,0.755124,0.028788745,0.4951248,0.6727252
0.6641443,0.72259825,0.43604174,0.85816884,0.05890736
0.66899425,0.55985975,0.9207641,0.6353938,0.23487434
0.33221933,0.3074144,0.37145305,0.12216678,0.2587177
0.27188155,0.11289957,0.8939776,0.5928775,0.4019012
0.60703474,0.4327398,0.32229003,0.3846506,0.48965886
0.52034116,0.24247023,0.27218017,0.199844,0.40521964
0.0946216,0.022188932,0.25279814,0.9953851,0.0697431
0.17681366,0.7657416,0.2678458,0.091053456,0.6947948
0.9430189,0.14893305,0.22265843,0.47723153,0.48667356
0.38409755,0.46852013,0.7276973,0.37397814,0.07824835
0.90769243,0.86744046,0.86413074,0.791221,0.05721578
0.8165227,0.69804406,0.96217567,0.5820113,0.4466767
0.9459461,0.082695425,0.9224012,0.32862142,0.77585363
0.62505496,0.14600202,0.9215913,0.21664649,0.33762732
0.16528884,0.36046386,0.9337812,0.39161566,0.64431095
0.7190064,0.8765792,0.6534282,0.9349613,0.0745329
0.5912492,0.6616995,0.31219766,0.4960156,0.3797143
0.31585777,0.35434473,0.2692113,0.9914982,0.037514836
0.4603593,0.49328336,0.36367708,0.33896077,0.23490489
0.35838738,0.14826268,0.62662524,0.31692335,0.30934924
0.27449483,0.45455712,0.1665264,0.23150077,0.75001633
0.5949356,0.3229791,0.3804373,0.24875349,0.25685436
0.14730763,0.015165508,0.8553628,0.15974861,0.52928555
0.06556159,0.32611218,0.55097055,0.41377378,0.17896873
0.86604357,0.7979291,0.036211044,0.13039193,0.14584103
0.455118,0.8561884,0.49604803,0.81030726,0.18968615
0.18498886,0.15066865,0.5062101,0.33034635,0.2249197
0.6478806,0.38891217,0.6698816,0.26554757,0.077661544
0.22315705,0.055619627,0.9502423,0.33083647,0.5011544
0.5854979,0.4081787,0.5022897,0.15782917,0.43147343
0.93121886,0.40948325,0.72278714,0.5859052,0.14123052
0.5614185,0.26174247,0.59614354,0.16450408,0.3379528
0.25658295,0.6413927,0.09713766,0.4100631,0.7514461
0.93273175,0.8460646,0.16265973,0.064540416,0.17788017
0.13631722,0.03703159,0.26000366,0.020133525,0.15658295
